EDITION,NAME,TOKEN,ATTRIBUTE:MODEL,ATTRIBUTE:RANK,ATTRIBUTE:POWER,ATTRIBUTE:ATTACK,ATTRIBUTE:DEFENSE,ATTRIBUTE:SPEED,ATTRIBUTE:ACCURACY,ATTRIBUTE:RAM,ATTRIBUTE:BACKGROUND,ATTRIBUTE:WEAPON,ATTRIBUTE:BODY,ATTRIBUTE:EXPRESSION,ATTRIBUTE:ARMOR,ATTRIBUTE:MASK,ATTRIBUTE:EYEWEAR,ATTRIBUTE:HEAD,ATTRIBUTE:NECKLACE,ATTRIBUTE:SCORE,RANKING,MEDIA:ORIGINAL,MEDIA:THUMBNAIL
81,ValidatorV2 #81,XVTWO-fcc831-51,Omega,NONE,85,86,86,100,95,94,Dual Green,Axe,Duality,Normal,Tech Jacket,NONE,NONE,NONE,NONE,602.8471615,5993,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/81.png,
82,ValidatorV2 #82,XVTWO-fcc831-52,Omega,NONE,99,99,91,98,98,89,Dual Blue,Standard Issue,Duality,Disappointed,Cannons,Bone,NONE,NONE,LB,660.8062921,204,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/82.png,
83,ValidatorV2 #83,XVTWO-fcc831-53,Omega,NONE,93,95,85,100,85,96,Dual Red,Katana,Duality,Normal,Shield,NONE,NONE,NONE,NONE,616.6579246,3810,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/83.png,
84,ValidatorV2 #84,XVTWO-fcc831-54,Omega,NONE,92,98,99,92,98,93,Dual Pink,Sniper Rifle,Duality,Deadeye,Shield,NONE,NONE,NONE,NONE,641.5411357,807,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/84.png,
85,ValidatorV2 #85,XVTWO-fcc831-55,Omega,1,91,93,91,94,93,90,Dual Red,Scythe,Duality,Bored,Puffer,NONE,NONE,Alternate Beanie,NONE,622.9847536,2810,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/85.png,
86,ValidatorV2 #86,XVTWO-fcc831-56,Omega,NONE,100,94,98,94,88,92,Dual Red,Scythe,Duality,Normal,Turtleneck,Flight,NONE,NONE,NONE,647.196274,529,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/86.png,
87,ValidatorV2 #87,XVTWO-fcc831-57,Omega,1,96,96,89,97,97,97,Dual Red,Standard Issue,Duality,Bored,Bougie Hoodie,NONE,NONE,NONE,NONE,637.872621,1047,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/87.png,
88,ValidatorV2 #88,XVTWO-fcc831-58,Omega,NONE,74,87,98,95,86,93,Dual Blue,Standard Issue,Duality,Normal,Tech Jacket,NONE,Poet Glasses,Sailor,NONE,587.8926232,8076,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/88.png,
89,ValidatorV2 #89,XVTWO-fcc831-59,Omega,NONE,75,97,94,85,95,89,Dual Green,AK47,Duality,Dead,School Girl,NONE,NONE,Flower,Diamond,603.9808381,5832,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/89.png,
90,ValidatorV2 #90,XVTWO-fcc831-5A,Omega,NONE,96,85,99,89,97,99,Dual Red,AK47,Duality,Normal,Cannons,Flight,NONE,NONE,NONE,638.7102592,994,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/90.png,
91,ValidatorV2 #91,XVTWO-fcc831-5B,Omega,NONE,76,93,95,89,97,89,Dual Pink,Dual Blade,Duality,Serious,Assassin,NONE,Scanner,Cap,NONE,604.8579777,5695,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/91.png,
92,ValidatorV2 #92,XVTWO-fcc831-5C,Omega,NONE,74,87,87,86,87,95,Dual Red,Dual Blade,Duality,Normal,Space Suit,NONE,NONE,Halo,NONE,571.4420212,9502,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/92.png,
93,ValidatorV2 #93,XVTWO-fcc831-5D,Omega,NONE,87,90,89,93,85,85,Dual Blue,AK47,Duality,Disappointed,Trainee,NONE,NONE,NONE,NONE,587.6931613,8100,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/93.png,
94,ValidatorV2 #94,XVTWO-fcc831-5E,Omega,NONE,80,98,100,89,92,95,Dual Red,Dual Blade,Duality,Serious,Tech Jacket,Hidden,NONE,Alternate Headband,NONE,617.7924991,3600,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/94.png,
95,ValidatorV2 #95,XVTWO-fcc831-5F,Omega,NONE,88,96,86,100,99,97,Dual Red,Katana,Duality,Normal,Farmbot,NONE,NONE,NONE,NONE,627.2401757,2179,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/95.png,
96,ValidatorV2 #96,XVTWO-fcc831-60,Omega,NONE,84,95,92,93,99,92,Dual Green,Sword,Duality,Normal,Space Suit,NONE,NONE,Flower,NONE,619.4334185,3356,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/96.png,
97,ValidatorV2 #97,XVTWO-fcc831-61,Omega,NONE,100,97,95,88,98,86,Dual Blue,Hacker,Duality,Normal,Puffer Jacket,NONE,NONE,Headband,NONE,631.0060676,1709,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/97.png,
98,ValidatorV2 #98,XVTWO-fcc831-62,Omega,NONE,62,89,92,89,100,88,Dual Blue,Bow & Arrow,Duality,Smirk,School Girl,NONE,NONE,Horns,NONE,573.6876421,9382,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/98.png,
99,ValidatorV2 #99,XVTWO-fcc831-63,Omega,NONE,73,94,85,90,87,99,Dual Blue,Drone,Duality,Disappointed,Tech Jacket,NONE,NONE,Samurai,NONE,583.1155828,8611,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/99.png,
100,ValidatorV2 #100,XVTWO-fcc831-64,Omega,2,95,96,100,91,89,95,Dual Red,NONE,Duality,Normal,Engineer,NONE,NONE,Sailor,NONE,634.56032,1350,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/100.png,
101,ValidatorV2 #101,XVTWO-fcc831-65,Omega,NONE,72,95,85,90,100,86,Dual Green,Standard Issue,Duality,Normal,Engineer,NONE,NONE,Cap,NONE,579.9728004,8887,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/101.png,
102,ValidatorV2 #102,XVTWO-fcc831-66,Omega,NONE,90,95,85,87,85,89,Dual Blue,Standard Issue,Duality,Angry,Cannons,NONE,NONE,NONE,NONE,589.4316794,7886,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/102.png,
103,ValidatorV2 #103,XVTWO-fcc831-67,Omega,NONE,93,85,86,88,95,94,Dual Pink,Hoverboard,Duality,Dead,Red Riding Hood,NONE,NONE,NONE,NONE,617.3222492,3688,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/103.png,
104,ValidatorV2 #104,XVTWO-fcc831-68,Omega,NONE,92,100,89,92,89,97,Dual Blue,Hacker,Duality,Angry,Farmbot,NONE,NONE,Samurai,NONE,625.0215423,2508,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/104.png,
105,ValidatorV2 #105,XVTWO-fcc831-69,Omega,NONE,78,98,87,87,100,89,Dual Gray,Dual Blade,Duality,Normal,Church,NONE,NONE,NONE,LB,602.8026928,6004,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/105.png,
106,ValidatorV2 #106,XVTWO-fcc831-6A,Omega,NONE,65,100,91,97,100,87,Dual Pink,Laser Gun,Duality,Dead,Plain Jacket,NONE,NONE,Alternate Cap,NONE,598.5961075,6616,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/106.png,
107,ValidatorV2 #107,XVTWO-fcc831-6B,Omega,NONE,100,92,91,90,99,97,Dual Gray,Drone,Duality,Disappointed,Cannons,NONE,NONE,Headband,NONE,637.3161233,1096,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/107.png,
108,ValidatorV2 #108,XVTWO-fcc831-6C,Omega,NONE,95,91,92,94,89,89,Dual Gray,NONE,Duality,Dead,Fancy Dress,Bone,Scanner,NONE,NONE,637.5797724,1069,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/108.png,
109,ValidatorV2 #109,XVTWO-fcc831-6D,Omega,NONE,74,95,90,94,99,86,Dual Green,Laser Gun,Duality,Normal,Tech Jacket,NONE,NONE,Tiara,NONE,599.4938734,6492,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/109.png,
110,ValidatorV2 #110,XVTWO-fcc831-6E,Omega,NONE,87,95,86,94,89,97,Dual Gray,Great Sword,Duality,Angry,Plain Jacket,NONE,NONE,NONE,NONE,610.3606631,4828,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/110.png,
111,ValidatorV2 #111,XVTWO-fcc831-6F,Omega,NONE,95,100,91,98,87,90,Dual Red,Sniper Rifle,Duality,Normal,Trainee,NONE,Scientist,NONE,NONE,629.3756014,1922,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/111.png,
112,ValidatorV2 #112,XVTWO-fcc831-70,Omega,NONE,75,92,87,93,96,96,Dual Pink,AK47,Duality,Dead,Trainee,NONE,NONE,Halo,NONE,592.7293306,7465,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/112.png,
113,ValidatorV2 #113,XVTWO-fcc831-71,Omega,NONE,78,97,88,91,96,93,Dual Blue,Scythe,Duality,Normal,Farmbot,NONE,Fashion,NONE,NONE,608.4311684,5118,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/113.png,
114,ValidatorV2 #114,XVTWO-fcc831-72,Omega,NONE,73,97,85,87,96,90,Dual Red,Stick,Duality,Serious,War Suit,NONE,NONE,NONE,NONE,585.9199106,8308,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/114.png,
115,ValidatorV2 #115,XVTWO-fcc831-73,Omega,1,85,99,87,90,95,89,Dual Blue,Laser Gun,Duality,Normal,Puffer,Flight,NONE,Headband,Gem,624.4985656,2573,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/115.png,
116,ValidatorV2 #116,XVTWO-fcc831-74,Omega,1,89,90,98,94,90,91,Dual Gray,Drone,Duality,Normal,Plain Dress,NONE,Poet Glasses,NONE,NONE,623.5578944,2715,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/116.png,
117,ValidatorV2 #117,XVTWO-fcc831-75,Omega,NONE,78,87,90,98,89,90,Dual Red,Photon Cannon,Duality,Bored,Shield,NONE,NONE,Halo,NONE,594.9561493,7172,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/117.png,
118,ValidatorV2 #118,XVTWO-fcc831-76,Omega,NONE,73,88,85,98,96,100,Dual Gray,Katana,Duality,Normal,Tech Jacket,NONE,NONE,Tiara,NONE,600.6033621,6330,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/118.png,
119,ValidatorV2 #119,XVTWO-fcc831-77,Omega,NONE,73,85,100,90,88,99,Dual Blue,Katana,Duality,Normal,Bougie Hoodie,NONE,NONE,NONE,NONE,585.7548015,8324,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/119.png,
120,ValidatorV2 #120,XVTWO-fcc831-78,Omega,NONE,89,94,97,88,98,96,Dual Blue,Standard Issue,Duality,Bored,Blouse,NONE,NONE,NONE,Diamond,630.1546464,1818,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/120.png,
121,ValidatorV2 #121,XVTWO-fcc831-79,Omega,1,97,87,89,89,95,88,Dual Gray,Rocket Launcher,Duality,Smirk,Alternate Puffer Jacket,NONE,NONE,Alternate Beanie,NONE,617.7552491,3608,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/121.png,
122,ValidatorV2 #122,XVTWO-fcc831-7A,Omega,NONE,81,88,86,93,88,88,Dual Pink,AK47,Duality,Bored,Bougie Hoodie,NONE,NONE,Racer,NONE,582.5810235,8667,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/122.png,
123,ValidatorV2 #123,XVTWO-fcc831-7B,Omega,NONE,61,86,87,87,99,99,Dual Pink,Standard Issue,Duality,Angry,Spiked Jacket,NONE,NONE,NONE,NONE,565.1064912,9771,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/123.png,
124,ValidatorV2 #124,XVTWO-fcc831-7C,Omega,NONE,63,90,93,96,86,85,Dual Gray,Standard Issue,Duality,Angry,Space Suit,NONE,NONE,Racer,NONE,561.0849009,9864,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/124.png,
125,ValidatorV2 #125,XVTWO-fcc831-7D,Omega,NONE,96,86,96,100,98,90,Dual Blue,Hacker,Duality,Serious,Space Suit,NONE,NONE,Headband,LB,639.129141,962,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/125.png,
126,ValidatorV2 #126,XVTWO-fcc831-7E,Omega,1,86,98,100,98,97,95,Dual Pink,Standard Issue,Duality,Angry,Flannel,NONE,NONE,Alternate Beanie,Diamond,646.4295689,553,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/126.png,
127,ValidatorV2 #127,XVTWO-fcc831-7F,Omega,NONE,63,88,96,89,93,93,Dual Red,Standard Issue,Duality,Normal,T Shirt,NONE,NONE,NONE,NONE,567.0487483,9707,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/127.png,
128,ValidatorV2 #128,XVTWO-fcc831-80,Omega,NONE,82,97,93,88,97,97,Dual Green,Laser Gun,Duality,Serious,Shield,NONE,NONE,Flower,NONE,618.6321317,3476,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/128.png,
129,ValidatorV2 #129,XVTWO-fcc831-81,Omega,NONE,99,96,98,100,87,86,Dual Red,Sniper Rifle,Duality,Normal,Trainee,NONE,NONE,NONE,Diamond,637.5706856,1073,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/129.png,
130,ValidatorV2 #130,XVTWO-fcc831-82,Omega,NONE,94,99,94,93,94,85,Dual Blue,Rocket Launcher,Duality,Normal,Puffer Jacket,NONE,Poet Glasses,NONE,NONE,625.5825242,2409,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/130.png,
131,ValidatorV2 #131,XVTWO-fcc831-83,Omega,NONE,90,98,95,86,87,91,Dual Pink,AK47,Duality,Dead,Bougie Hoodie,NONE,NONE,NONE,Diamond,613.8126285,4266,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/131.png,
132,ValidatorV2 #132,XVTWO-fcc831-84,Omega,NONE,72,91,96,94,92,93,Dual Gray,Great Sword,Duality,Normal,Spiked Jacket,NONE,NONE,Alternate Beanie,NONE,593.9245991,7313,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/132.png,
133,ValidatorV2 #133,XVTWO-fcc831-85,Omega,NONE,90,93,94,99,97,86,Dual Blue,Dual Blade,Duality,Dead,Puffer,Bone,NONE,Alternate Headband,NONE,637.9427642,1043,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/133.png,
134,ValidatorV2 #134,XVTWO-fcc831-86,Omega,NONE,84,95,89,99,92,98,Dual Gray,Robo Arms,Duality,Normal,Alternate Puffer Jacket,NONE,NONE,NONE,NONE,614.8854019,4100,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/134.png,
135,ValidatorV2 #135,XVTWO-fcc831-87,Omega,NONE,59,94,85,99,89,89,Dual Blue,Hacker,Duality,Serious,Puffer Jacket,NONE,NONE,NONE,NONE,561.5243235,9855,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/135.png,
136,ValidatorV2 #136,XVTWO-fcc831-88,Omega,NONE,79,100,96,88,85,89,Dual Gray,Axe,Duality,Normal,Bougie Hoodie,NONE,Fashion,NONE,NONE,599.0912997,6553,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/136.png,
137,ValidatorV2 #137,XVTWO-fcc831-89,Omega,1,93,88,93,97,88,90,Dual Pink,Laser Gun,Duality,Disappointed,Alternate Puffer Jacket,NONE,NONE,Hockey,NONE,616.2755944,3877,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/137.png,
138,ValidatorV2 #138,XVTWO-fcc831-8A,Omega,NONE,61,92,90,85,92,99,Dual Pink,Rocket Launcher,Duality,Angry,Plain Dress,NONE,Golf,NONE,NONE,627.1494365,2192,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/138.png,
139,ValidatorV2 #139,XVTWO-fcc831-8B,Omega,NONE,100,92,85,94,90,95,Dual Gray,Dual Blade,Duality,Disappointed,Spiked Jacket,NONE,NONE,Horns,NONE,626.9668099,2215,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/139.png,
140,ValidatorV2 #140,XVTWO-fcc831-8C,Omega,2,93,89,99,98,96,94,Dual Pink,Hacker,Duality,Dead,War Suit,NONE,NONE,NONE,NONE,638.2580814,1020,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/140.png,
141,ValidatorV2 #141,XVTWO-fcc831-8D,Omega,2,87,90,92,94,97,97,Dual Red,Katana,Duality,Normal,Fancy Dress,NONE,Snowboarder,Sailor,V Pendant,636.4894013,1165,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/141.png,
142,ValidatorV2 #142,XVTWO-fcc831-8E,Omega,4,97,99,97,99,99,98,Dual Pink,Standard Issue,Duality,Angry,Alternate Puffer Jacket,NONE,NONE,Hockey,NONE,668.1860425,127,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/142.png,
143,ValidatorV2 #143,XVTWO-fcc831-8F,Omega,NONE,84,95,97,88,98,96,Dual Blue,Standard Issue,Duality,Normal,Alternate Puffer Jacket,NONE,Golf,NONE,NONE,669.7229778,115,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/143.png,
144,ValidatorV2 #144,XVTWO-fcc831-90,Omega,NONE,79,88,87,89,94,85,Dual Green,Rocket Launcher,Duality,Dead,School Girl,NONE,Scientist,NONE,NONE,586.4976359,8243,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/144.png,
145,ValidatorV2 #145,XVTWO-fcc831-91,Omega,NONE,79,100,96,89,91,85,Dual Red,Scythe,Duality,Normal,T Shirt,NONE,NONE,NONE,Gem,603.4041833,5921,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/145.png,
146,ValidatorV2 #146,XVTWO-fcc831-92,Omega,NONE,91,87,85,97,92,96,Dual Gray,Standard Issue,Duality,Serious,Alternate Puffer Jacket,NONE,NONE,Alternate Beanie,NONE,612.5890845,4470,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/146.png,
147,ValidatorV2 #147,XVTWO-fcc831-93,Omega,NONE,92,89,99,100,100,100,Dual Red,AK47,Duality,Dead,Spiked Jacket,NONE,NONE,Beanie,NONE,644.0626386,641,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/147.png,
148,ValidatorV2 #148,XVTWO-fcc831-94,Omega,NONE,78,97,98,86,95,100,Dual Pink,Hacker,Duality,Normal,Tech Jacket,NONE,NONE,Hockey,NONE,609.6934356,4921,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/148.png,
149,ValidatorV2 #149,XVTWO-fcc831-95,Omega,NONE,87,88,88,86,85,95,Dual Pink,Rocket Launcher,Duality,Angry,Flannel,NONE,Scientist,Cap,NONE,598.3504153,6651,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/149.png,
150,ValidatorV2 #150,XVTWO-fcc831-96,Omega,NONE,95,95,88,100,92,91,Dual Pink,Sword,Duality,Smirk,T Shirt,NONE,NONE,NONE,NONE,624.2934812,2598,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/150.png,
151,ValidatorV2 #151,XVTWO-fcc831-97,Omega,NONE,88,89,86,98,100,98,Dual Blue,Laser Gun,Duality,Normal,Engineer,NONE,NONE,NONE,NONE,617.6796401,3623,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/151.png,
152,ValidatorV2 #152,XVTWO-fcc831-98,Omega,NONE,85,89,99,98,96,85,Dual Green,Scythe,Duality,Serious,Shield,NONE,NONE,NONE,LB,620.0874187,3230,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/152.png,
153,ValidatorV2 #153,XVTWO-fcc831-99,Omega,NONE,94,96,86,94,97,93,Dual Green,Bow & Arrow,Duality,Deadeye,Bunny Ears,NONE,NONE,NONE,NONE,652.0674214,374,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/153.png,
154,ValidatorV2 #154,XVTWO-fcc831-9A,Omega,NONE,77,91,88,100,91,99,Dual Green,NONE,Duality,Angry,Shield,NONE,NONE,Halo,NONE,603.4344128,5915,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/154.png,
155,ValidatorV2 #155,XVTWO-fcc831-9B,Omega,NONE,66,97,92,96,87,85,Dual Gray,AK47,Duality,Dead,Tech Jacket,NONE,NONE,NONE,NONE,569.5574944,9594,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/155.png,
156,ValidatorV2 #156,XVTWO-fcc831-9C,Omega,1,90,99,97,90,96,88,Dual Green,NONE,Duality,Dead,Bougie Hoodie,NONE,NONE,Alternate Headband,LB,631.4365622,1666,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/156.png,
157,ValidatorV2 #157,XVTWO-fcc831-9D,Omega,NONE,100,86,88,88,97,86,Dual Green,Fairy Wings,Duality,Serious,Blouse,NONE,NONE,Alternate Headband,NONE,622.9195254,2819,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/157.png,
158,ValidatorV2 #158,XVTWO-fcc831-9E,Omega,NONE,78,99,98,89,85,94,Dual Green,Stick,Duality,Angry,Alternate Puffer Jacket,NONE,NONE,Alternate Beanie,NONE,603.7164726,5877,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/158.png,
159,ValidatorV2 #159,XVTWO-fcc831-9F,Omega,NONE,91,98,93,97,96,91,Dual Green,Robo Arms,Duality,Dead,Street Hoodie,NONE,Scientist,NONE,Diamond,643.0026063,717,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/159.png,
160,ValidatorV2 #160,XVTWO-fcc831-A0,Omega,NONE,89,85,86,94,88,88,Dual Blue,Robo Arms,Duality,Bored,Flannel,NONE,NONE,Halo,NONE,596.6141203,6924,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/160.png,
161,ValidatorV2 #161,XVTWO-fcc831-A1,Omega,NONE,97,91,100,96,90,89,Dual Red,Dual Blade,Duality,Normal,Assassin,NONE,Display,NONE,NONE,642.5141733,744,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/161.png,
